euctr_id,other_id,field,provenance
2007-001548-36,NA,US NCT number,protocol
2007-001548-36,NA,other,protocol
2007-001548-36,NA,US NCT number,results
2007-001548-36,NA,ISRCTN number,results
2005-004904-35,NA,US NCT number,protocol
2005-004904-35,NA,other,protocol
2005-004904-35,NA,US NCT number,results
2005-004904-35,NA,ISRCTN number,results
2011-003115-34,NA,US NCT number,protocol
2011-003115-34,NA,other,protocol
2011-003115-34,NCT01470677,US NCT number,results
2011-003115-34,NA,ISRCTN number,results
2009-012703-25,NA,US NCT number,protocol
2009-012703-25,NA,other,protocol
2009-012703-25,NA,US NCT number,results
2009-012703-25,NA,ISRCTN number,results
2006-004865-32,NA,US NCT number,protocol
2006-004865-32,NA,other,protocol
2006-004865-32,NA,US NCT number,results
2006-004865-32,NA,ISRCTN number,results
2008-005223-28,NCT00943111,US NCT number,protocol
2008-005223-28,NA,other,protocol
2008-005223-28,NCT00943111,US NCT number,results
2008-005223-28,NA,ISRCTN number,results
2010-022798-32,NA,US NCT number,protocol
2010-022798-32,NA,other,protocol
2010-022798-32,NCT01307020,US NCT number,results
2010-022798-32,NA,ISRCTN number,results
2011-002901-31,NCT01439100,US NCT number,protocol
2011-002901-31,NA,other,protocol
2011-002901-31,NCT01439100,US NCT number,results
2011-002901-31,NA,ISRCTN number,results
2008-004968-40,NA,US NCT number,protocol
2008-004968-40,NA,other,protocol
2008-004968-40,NCT00893373,US NCT number,results
2008-004968-40,NA,ISRCTN number,results
2005-005362-36,NA,US NCT number,protocol
2005-005362-36,NA,other,protocol
2005-005362-36,NA,US NCT number,results
2005-005362-36,NA,ISRCTN number,results
2012-004555-36,NA,US NCT number,protocol
2012-004555-36,NA,other,protocol
2012-004555-36,NA,US NCT number,results
2012-004555-36,NA,ISRCTN number,results
2010-021414-32,NCT01208233,US NCT number,protocol
2010-021414-32,NA,other,protocol
2010-021414-32,NCT01208233,US NCT number,results
2010-021414-32,NA,ISRCTN number,results
2012-000108-13,NA,US NCT number,protocol
2012-000108-13,NA,other,protocol
2012-000108-13,NA,US NCT number,results
2012-000108-13,NA,ISRCTN number,results
2012-000108-13,NA,US NCT number,protocol
2012-000108-13,NA,other,protocol
2012-000108-13,NA,US NCT number,results
2012-000108-13,NA,ISRCTN number,results
2006-002061-39,NCT00479557,US NCT number,protocol
2006-002061-39,NA,other,protocol
2006-002061-39,NA,US NCT number,results
2006-002061-39,NA,ISRCTN number,results
2007-005994-79,NCT00667810,US NCT number,protocol
2007-005994-79,NA,other,protocol
2007-005994-79,NCT00667810,US NCT number,results
2007-005994-79,NA,ISRCTN number,results
2007-005995-14,NCT00676143,US NCT number,protocol
2007-005995-14,NA,other,protocol
2007-005995-14,NA,US NCT number,results
2007-005995-14,NA,ISRCTN number,results
2011-004168-30,NA,US NCT number,protocol
2011-004168-30,NA,other,protocol
2011-004168-30,NCT01861951,US NCT number,results
2011-004168-30,NA,ISRCTN number,results
2010-019866-96,NA,US NCT number,protocol
2010-019866-96,NA,other,protocol
2010-019866-96,NA,US NCT number,results
2010-019866-96,NA,ISRCTN number,results
2009-010738-23,NCT01237808,US NCT number,protocol
2009-010738-23,NA,other,protocol
2009-010738-23,NCT00949364,US NCT number,results
2009-010738-23,NA,ISRCTN number,results
2012-002716-10,NA,US NCT number,protocol
2012-002716-10,NA,other,protocol
2012-002716-10,NA,US NCT number,results
2012-002716-10,NA,ISRCTN number,results
2011-005615-87,NA,US NCT number,protocol
2011-005615-87,NA,other,protocol
2011-005615-87,NA,US NCT number,results
2011-005615-87,NA,ISRCTN number,results
2011-003746-41,NA,US NCT number,protocol
2011-003746-41,NA,other,protocol
2011-003746-41,NA,US NCT number,results
2011-003746-41,NA,ISRCTN number,results
2008-001405-41,NA,US NCT number,protocol
2008-001405-41,NA,other,protocol
2008-001405-41,NA,US NCT number,results
2008-001405-41,NA,ISRCTN number,results
2009-009998-10,NA,US NCT number,protocol
2009-009998-10,NA,other,protocol
2009-009998-10,NA,US NCT number,results
2009-009998-10,NA,ISRCTN number,results
2011-005471-17,NA,US NCT number,protocol
2011-005471-17,NA,other,protocol
2011-005471-17,NCT01729481,US NCT number,results
2011-005471-17,NA,ISRCTN number,results
2012-003362-41,NA,US NCT number,protocol
2012-003362-41,NA,other,protocol
2012-003362-41,NCT01966783,US NCT number,results
2012-003362-41,NA,ISRCTN number,results
2006-001641-33,NA,US NCT number,protocol
2006-001641-33,NA,other,protocol
2006-001641-33,NCT00554164,US NCT number,results
2006-001641-33,NA,ISRCTN number,results
2010-021790-37,NA,US NCT number,protocol
2010-021790-37,NA,other,protocol
2010-021790-37,NA,US NCT number,results
2010-021790-37,NA,ISRCTN number,results
2012-004383-22,NA,US NCT number,protocol
2012-004383-22,NA,other,protocol
2012-004383-22,NA,US NCT number,results
2012-004383-22,NA,ISRCTN number,results
2015-002726-39,NCT02655419,US NCT number,protocol
2015-002726-39,NA,other,protocol
2015-002726-39,NCT02655419,US NCT number,results
2015-002726-39,NA,ISRCTN number,results
2010-020606-15,NA,US NCT number,protocol
2010-020606-15,NA,other,protocol
2010-020606-15,NA,US NCT number,results
2010-020606-15,NA,ISRCTN number,results
2009-013099-38,NA,US NCT number,protocol
2009-013099-38,NA,other,protocol
2009-013099-38,NA,US NCT number,results
2009-013099-38,NA,ISRCTN number,results
2004-002501-72,NA,US NCT number,protocol
2004-002501-72,NA,other,protocol
2004-002501-72,NA,US NCT number,results
2004-002501-72,NA,ISRCTN number,results
2004-002501-72,NA,US NCT number,protocol
2004-002501-72,NA,other,protocol
2004-002501-72,NA,US NCT number,results
2004-002501-72,NA,ISRCTN number,results
2008-008527-14,NA,US NCT number,protocol
2008-008527-14,NA,other,protocol
2008-008527-14,NA,US NCT number,results
2008-008527-14,NA,ISRCTN number,results
2007-002808-18,NA,US NCT number,protocol
2007-002808-18,NA,other,protocol
2007-002808-18,NA,US NCT number,results
2007-002808-18,NA,ISRCTN number,results
2007-007146-34,NA,US NCT number,protocol
2007-007146-34,NA,other,protocol
2007-007146-34,NA,US NCT number,results
2007-007146-34,NA,ISRCTN number,results
2007-007146-34,NA,US NCT number,protocol
2007-007146-34,NA,other,protocol
2007-007146-34,NA,US NCT number,results
2007-007146-34,NA,ISRCTN number,results
2010-023942-63,NA,US NCT number,protocol
2010-023942-63,NA,other,protocol
2010-023942-63,NA,US NCT number,results
2010-023942-63,NA,ISRCTN number,results
2007-004219-75,NA,US NCT number,protocol
2007-004219-75,NA,other,protocol
2007-004219-75,NA,US NCT number,results
2007-004219-75,NA,ISRCTN number,results
2005-003870-88,NA,US NCT number,protocol
2005-003870-88,NA,other,protocol
2005-003870-88,NA,US NCT number,results
2005-003870-88,NA,ISRCTN number,results
2009-012748-17,NA,US NCT number,protocol
2009-012748-17,NA,other,protocol
2009-012748-17,NA,US NCT number,results
2009-012748-17,NA,ISRCTN number,results
2006-005328-18,NCT00639743,US NCT number,protocol
2006-005328-18,NA,other,protocol
2006-005328-18,NA,US NCT number,results
2006-005328-18,NA,ISRCTN number,results
2011-005305-73,NA,US NCT number,protocol
2011-005305-73,NA,other,protocol
2011-005305-73,NA,US NCT number,results
2011-005305-73,NA,ISRCTN number,results
2008-002985-70,NA,US NCT number,protocol
2008-002985-70,NA,other,protocol
2008-002985-70,NA,US NCT number,results
2008-002985-70,NA,ISRCTN number,results
2009-012815-16,NA,US NCT number,protocol
2009-012815-16,NA,other,protocol
2009-012815-16,NA,US NCT number,results
2009-012815-16,NA,ISRCTN number,results
2008-003967-37,NA,US NCT number,protocol
2008-003967-37,NA,other,protocol
2008-003967-37,NA,US NCT number,results
2008-003967-37,NA,ISRCTN number,results
2007-007637-39,NA,US NCT number,protocol
2007-007637-39,NA,other,protocol
2007-007637-39,NA,US NCT number,results
2007-007637-39,NA,ISRCTN number,results
2009-012088-32,NA,US NCT number,protocol
2009-012088-32,NA,other,protocol
2009-012088-32,NA,US NCT number,results
2009-012088-32,NA,ISRCTN number,results
2009-018161-12,NA,US NCT number,protocol
2009-018161-12,NA,other,protocol
2009-018161-12,NCT01081145,US NCT number,results
2009-018161-12,NA,ISRCTN number,results
2014-000973-38,NA,US NCT number,protocol
2014-000973-38,NA,other,protocol
2014-000973-38,NA,US NCT number,results
2014-000973-38,NA,ISRCTN number,results
2008-004132-20,NA,US NCT number,protocol
2008-004132-20,NA,other,protocol
2008-004132-20,NA,US NCT number,results
2008-004132-20,NA,ISRCTN number,results
2010-018621-19,NA,US NCT number,protocol
2010-018621-19,NA,other,protocol
2010-018621-19,NA,US NCT number,results
2010-018621-19,NA,ISRCTN number,results
2009-010966-47,NCT01164059,US NCT number,protocol
2009-010966-47,DRKS-ID DRKS00000304,other,protocol
2009-010966-47,NCT01164059,US NCT number,results
2009-010966-47,NA,ISRCTN number,results
2009-010966-47,NCT01164059,US NCT number,protocol
2009-010966-47,DRKS-ID DRKS00000304,other,protocol
2009-010966-47,NCT01164059,US NCT number,results
2009-010966-47,NA,ISRCTN number,results
2008-005653-37,NA,US NCT number,protocol
2008-005653-37,NA,other,protocol
2008-005653-37,NA,US NCT number,results
2008-005653-37,NA,ISRCTN number,results
2011-002685-20,NA,US NCT number,protocol
2011-002685-20,NA,other,protocol
2011-002685-20,NCT01475669,US NCT number,results
2011-002685-20,NA,ISRCTN number,results
2008-008513-19,NA,US NCT number,protocol
2008-008513-19,NA,other,protocol
2008-008513-19,NCT00918489,US NCT number,results
2008-008513-19,NA,ISRCTN number,results
2011-003201-14,NA,US NCT number,protocol
2011-003201-14,NA,other,protocol
2011-003201-14,NA,US NCT number,results
2011-003201-14,NA,ISRCTN number,results
2012-000055-13,NA,US NCT number,protocol
2012-000055-13,NA,other,protocol
2012-000055-13,NA,US NCT number,results
2012-000055-13,NA,ISRCTN number,results
2004-002714-11,NA,US NCT number,protocol
2004-002714-11,NA,other,protocol
2004-002714-11,NCT00182819,US NCT number,results
2004-002714-11,NA,ISRCTN number,results
2009-017324-11,NA,US NCT number,protocol
2009-017324-11,NA,other,protocol
2009-017324-11,NCT01831947,US NCT number,results
2009-017324-11,NA,ISRCTN number,results
2012-003390-26,NA,US NCT number,protocol
2012-003390-26,NA,other,protocol
2012-003390-26,NCT01657305,US NCT number,results
2012-003390-26,NA,ISRCTN number,results
2012-000777-23,NA,US NCT number,protocol
2012-000777-23,NA,other,protocol
2012-000777-23,NCT01657305,US NCT number,results
2012-000777-23,NA,ISRCTN number,results
2010-019945-24,NA,US NCT number,protocol
2010-019945-24,NA,other,protocol
2010-019945-24,NCT01294241,US NCT number,results
2010-019945-24,NA,ISRCTN number,results
2013-001636-22,NA,US NCT number,protocol
2013-001636-22,NA,other,protocol
2013-001636-22,NCT01959451,US NCT number,results
2013-001636-22,NA,ISRCTN number,results
2009-017010-68,NA,US NCT number,protocol
2009-017010-68,NA,other,protocol
2009-017010-68,NA,US NCT number,results
2009-017010-68,NA,ISRCTN number,results
2007-000338-38,NA,US NCT number,protocol
2007-000338-38,NA,other,protocol
2007-000338-38,NA,US NCT number,results
2007-000338-38,NA,ISRCTN number,results
2013-002539-13,NA,US NCT number,protocol
2013-002539-13,NA,other,protocol
2013-002539-13,NA,US NCT number,results
2013-002539-13,NA,ISRCTN number,results
2009-017153-35,NCT01199276,US NCT number,protocol
2009-017153-35,NA,other,protocol
2009-017153-35,NCT01199276,US NCT number,results
2009-017153-35,NA,ISRCTN number,results
2008-008280-96,NA,US NCT number,protocol
2008-008280-96,NA,other,protocol
2008-008280-96,NA,US NCT number,results
2008-008280-96,NA,ISRCTN number,results
2014-003810-96,NA,US NCT number,protocol
2014-003810-96,NA,other,protocol
2014-003810-96,NCT02322502,US NCT number,results
2014-003810-96,NA,ISRCTN number,results
2014-002186-30,NA,US NCT number,protocol
2014-002186-30,NA,other,protocol
2014-002186-30,NCT02273141,US NCT number,results
2014-002186-30,NA,ISRCTN number,results
2013-004529-99,NA,US NCT number,protocol
2013-004529-99,NA,other,protocol
2013-004529-99,NA,US NCT number,results
2013-004529-99,NA,ISRCTN number,results
2009-016966-97,NA,US NCT number,protocol
2009-016966-97,NA,other,protocol
2009-016966-97,NA,US NCT number,results
2009-016966-97,NA,ISRCTN number,results
2012-001650-26,NA,US NCT number,protocol
2012-001650-26,NA,other,protocol
2012-001650-26,NA,US NCT number,results
2012-001650-26,NA,ISRCTN number,results
2011-005603-32,NA,US NCT number,protocol
2011-005603-32,NA,other,protocol
2011-005603-32,NA,US NCT number,results
2011-005603-32,NA,ISRCTN number,results
2011-001024-38,NA,US NCT number,protocol
2011-001024-38,NA,other,protocol
2011-001024-38,NCT01520103,US NCT number,results
2011-001024-38,NA,ISRCTN number,results
2012-000845-11,NA,US NCT number,protocol
2012-000845-11,NA,other,protocol
2012-000845-11,NCT01741532,US NCT number,results
2012-000845-11,NA,ISRCTN number,results
2012-000928-18,NA,US NCT number,protocol
2012-000928-18,NA,other,protocol
2012-000928-18,NCT02008721,US NCT number,results
2012-000928-18,NA,ISRCTN number,results
2008-002356-18,NCT00822393,US NCT number,protocol
2008-002356-18,NA,other,protocol
2008-002356-18,NCT00822393,US NCT number,results
2008-002356-18,NA,ISRCTN number,results
2011-004463-69,NA,US NCT number,protocol
2011-004463-69,DRKS 00003246,other,protocol
2011-004463-69,NA,US NCT number,results
2011-004463-69,NA,ISRCTN number,results
2011-004787-30,NA,US NCT number,protocol
2011-004787-30,NA,other,protocol
2011-004787-30,NA,US NCT number,results
2011-004787-30,NA,ISRCTN number,results
2014-000599-24,NA,US NCT number,protocol
2014-000599-24,Study Code Novartis - IMP supply  CBKM120ZDE02T,other,protocol
2014-000599-24,NCT02404844,US NCT number,results
2014-000599-24,NA,ISRCTN number,results
2005-005592-14,NA,US NCT number,protocol
2005-005592-14,NA,other,protocol
2005-005592-14,NA,US NCT number,results
2005-005592-14,NA,ISRCTN number,results
2011-002544-27,NA,US NCT number,protocol
2011-002544-27,NA,other,protocol
2011-002544-27,NCT01462994,US NCT number,results
2011-002544-27,NA,ISRCTN number,results
2005-003854-80,NA,US NCT number,protocol
2005-003854-80,NA,other,protocol
2005-003854-80,NA,US NCT number,results
2005-003854-80,NA,ISRCTN number,results
2011-003934-16,NA,US NCT number,protocol
2011-003934-16,NA,other,protocol
2011-003934-16,NA,US NCT number,results
2011-003934-16,NA,ISRCTN number,results
2008-005828-84,NA,US NCT number,protocol
2008-005828-84,NA,other,protocol
2008-005828-84,NA,US NCT number,results
2008-005828-84,NA,ISRCTN number,results
2005-002716-16,NA,US NCT number,protocol
2005-002716-16,NA,other,protocol
2005-002716-16,NA,US NCT number,results
2005-002716-16,NA,ISRCTN number,results
2005-002716-16,NA,US NCT number,protocol
2005-002716-16,NA,other,protocol
2005-002716-16,NA,US NCT number,results
2005-002716-16,NA,ISRCTN number,results
2007-001609-81,NA,US NCT number,protocol
2007-001609-81,NA,other,protocol
2007-001609-81,NA,US NCT number,results
2007-001609-81,NA,ISRCTN number,results
2007-001609-81,NA,US NCT number,protocol
2007-001609-81,NA,other,protocol
2007-001609-81,NA,US NCT number,results
2007-001609-81,NA,ISRCTN number,results
2007-005737-11,NA,US NCT number,protocol
2007-005737-11,NA,other,protocol
2007-005737-11,NA,US NCT number,results
2007-005737-11,NA,ISRCTN number,results
2007-005737-11,NA,US NCT number,protocol
2007-005737-11,NA,other,protocol
2007-005737-11,NA,US NCT number,results
2007-005737-11,NA,ISRCTN number,results
2009-015383-33,NA,US NCT number,protocol
2009-015383-33,NA,other,protocol
2009-015383-33,NA,US NCT number,results
2009-015383-33,NA,ISRCTN number,results
2011-001779-38,NA,US NCT number,protocol
2011-001779-38,NA,other,protocol
2011-001779-38,NA,US NCT number,results
2011-001779-38,NA,ISRCTN number,results
2010-020441-27,NA,US NCT number,protocol
2010-020441-27,NA,other,protocol
2010-020441-27,NA,US NCT number,results
2010-020441-27,NA,ISRCTN number,results
2007-002824-13,NA,US NCT number,protocol
2007-002824-13,NA,other,protocol
2007-002824-13,NA,US NCT number,results
2007-002824-13,NA,ISRCTN number,results
2010-022223-29,NA,US NCT number,protocol
2010-022223-29,NA,other,protocol
2010-022223-29,NA,US NCT number,results
2010-022223-29,NA,ISRCTN number,results
2007-005063-96,NA,US NCT number,protocol
2007-005063-96,NA,other,protocol
2007-005063-96,NA,US NCT number,results
2007-005063-96,NA,ISRCTN number,results
2013-002708-14,NA,US NCT number,protocol
2013-002708-14,NA,other,protocol
2013-002708-14,NA,US NCT number,results
2013-002708-14,NA,ISRCTN number,results
2009-011454-17,NA,US NCT number,protocol
2009-011454-17,NA,other,protocol
2009-011454-17,NA,US NCT number,results
2009-011454-17,NA,ISRCTN number,results
2004-004403-37,NA,US NCT number,protocol
2004-004403-37,NA,other,protocol
2004-004403-37,NA,US NCT number,results
2004-004403-37,NA,ISRCTN number,results
2011-002539-24,NA,US NCT number,protocol
2011-002539-24,NA,other,protocol
2011-002539-24,NA,US NCT number,results
2011-002539-24,NA,ISRCTN number,results
2016-001921-15,NA,US NCT number,protocol
2016-001921-15,NA,other,protocol
2016-001921-15,NA,US NCT number,results
2016-001921-15,NA,ISRCTN number,results
2009-014040-11,NCT01540344,US NCT number,protocol
2009-014040-11,NA,other,protocol
2009-014040-11,NA,US NCT number,results
2009-014040-11,NA,ISRCTN number,results
2006-006404-11,NCT00950274,US NCT number,protocol
2006-006404-11,German Clinical Trials Register DRKS00000213,other,protocol
2006-006404-11,NCT00950274,US NCT number,results
2006-006404-11,NA,ISRCTN number,results
2010-018579-12,NA,US NCT number,protocol
2010-018579-12,NA,other,protocol
2010-018579-12,NCT01244490,US NCT number,results
2010-018579-12,NA,ISRCTN number,results
2011-002789-18,NA,US NCT number,protocol
2011-002789-18,NA,other,protocol
2011-002789-18,NCT01534962,US NCT number,results
2011-002789-18,NA,ISRCTN number,results
2016-002860-15,NA,US NCT number,protocol
2016-002860-15,NA,other,protocol
2016-002860-15,NCT02566369,US NCT number,results
2016-002860-15,NA,ISRCTN number,results
2010-020063-21,NA,US NCT number,protocol
2010-020063-21,NA,other,protocol
2010-020063-21,NA,US NCT number,results
2010-020063-21,NA,ISRCTN number,results
2009-014580-39,NA,US NCT number,protocol
2009-014580-39,NA,other,protocol
2009-014580-39,NA,US NCT number,results
2009-014580-39,NA,ISRCTN number,results
2012-000442-35,NA,US NCT number,protocol
2012-000442-35,NA,other,protocol
2012-000442-35,NCT01538979,US NCT number,results
2012-000442-35,NA,ISRCTN number,results
2011-001398-19,NA,US NCT number,protocol
2011-001398-19,NA,other,protocol
2011-001398-19,NCT01928823,US NCT number,results
2011-001398-19,NA,ISRCTN number,results
2009-017168-17,NA,US NCT number,protocol
2009-017168-17,NA,other,protocol
2009-017168-17,NA,US NCT number,results
2009-017168-17,NA,ISRCTN number,results
2011-002754-31,NA,US NCT number,protocol
2011-002754-31,NA,other,protocol
2011-002754-31,NA,US NCT number,results
2011-002754-31,NA,ISRCTN number,results
2011-003648-31,NA,US NCT number,protocol
2011-003648-31,NA,other,protocol
2011-003648-31,NA,US NCT number,results
2011-003648-31,NA,ISRCTN number,results
2007-004612-31,NA,US NCT number,protocol
2007-004612-31,NA,other,protocol
2007-004612-31,NA,US NCT number,results
2007-004612-31,NA,ISRCTN number,results
2012-002358-22,NA,US NCT number,protocol
2012-002358-22,NA,other,protocol
2012-002358-22,NCT01703819,US NCT number,results
2012-002358-22,NA,ISRCTN number,results
2012-002358-22,NA,US NCT number,protocol
2012-002358-22,NA,other,protocol
2012-002358-22,NCT01703819,US NCT number,results
2012-002358-22,NA,ISRCTN number,results
2008-008896-32,NA,US NCT number,protocol
2008-008896-32,NA,other,protocol
2008-008896-32,NA,US NCT number,results
2008-008896-32,NA,ISRCTN number,results
2011-000572-33,NCT01301430,US NCT number,protocol
2011-000572-33,NA,other,protocol
2011-000572-33,NCT01301430,US NCT number,results
2011-000572-33,NA,ISRCTN number,results
2009-011252-22,NA,US NCT number,protocol
2009-011252-22,NA,other,protocol
2009-011252-22,NA,US NCT number,results
2009-011252-22,NA,ISRCTN number,results
2008-000952-28,NA,US NCT number,protocol
2008-000952-28,NA,other,protocol
2008-000952-28,NA,US NCT number,results
2008-000952-28,NA,ISRCTN number,results
2007-003986-42,NA,US NCT number,protocol
2007-003986-42,NA,other,protocol
2007-003986-42,NCT00979056,US NCT number,results
2007-003986-42,NA,ISRCTN number,results
2008-005560-13,NA,US NCT number,protocol
2008-005560-13,NA,other,protocol
2008-005560-13,NCT00932971,US NCT number,results
2008-005560-13,NA,ISRCTN number,results
2006-002938-38,NA,US NCT number,protocol
2006-002938-38,NA,other,protocol
2006-002938-38,NA,US NCT number,results
2006-002938-38,NA,ISRCTN number,results
2008-008238-35,NCT00850382,US NCT number,protocol
2008-008238-35,NA,other,protocol
2008-008238-35,NCT00850382,US NCT number,results
2008-008238-35,NA,ISRCTN number,results
2009-016142-44,NCT01180322,US NCT number,protocol
2009-016142-44,NA,other,protocol
2009-016142-44,NCT01180322,US NCT number,results
2009-016142-44,NA,ISRCTN number,results
2009-011889-28,NCT00893399,US NCT number,protocol
2009-011889-28,NA,other,protocol
2009-011889-28,NCT00893399,US NCT number,results
2009-011889-28,NA,ISRCTN number,results
2012-002154-23,NA,US NCT number,protocol
2012-002154-23,NA,other,protocol
2012-002154-23,NA,US NCT number,results
2012-002154-23,NA,ISRCTN number,results
2013-003678-29,NA,US NCT number,protocol
2013-003678-29,NA,other,protocol
2013-003678-29,NCT02046915,US NCT number,results
2013-003678-29,NA,ISRCTN number,results
2011-002291-16,NA,US NCT number,protocol
2011-002291-16,NA,other,protocol
2011-002291-16,NA,US NCT number,results
2011-002291-16,NA,ISRCTN number,results
2012-000447-27,NA,US NCT number,protocol
2012-000447-27,NA,other,protocol
2012-000447-27,NA,US NCT number,results
2012-000447-27,NA,ISRCTN number,results
2012-003696-18,NA,US NCT number,protocol
2012-003696-18,DRKS 00004361,other,protocol
2012-003696-18,NCT01879839,US NCT number,results
2012-003696-18,NA,ISRCTN number,results
2005-004866-17,NA,US NCT number,protocol
2005-004866-17,NA,other,protocol
2005-004866-17,NA,US NCT number,results
2005-004866-17,NA,ISRCTN number,results
2007-001014-17,NA,US NCT number,protocol
2007-001014-17,NA,other,protocol
2007-001014-17,NA,US NCT number,results
2007-001014-17,NA,ISRCTN number,results
2008-005994-36,NCT01209208,US NCT number,protocol
2008-005994-36,NA,other,protocol
2008-005994-36,NCT01209208,US NCT number,results
2008-005994-36,NA,ISRCTN number,results
2008-001764-36,NA,US NCT number,protocol
2008-001764-36,NA,other,protocol
2008-001764-36,NA,US NCT number,results
2008-001764-36,NA,ISRCTN number,results
2009-012449-48,NA,US NCT number,protocol
2009-012449-48,NA,other,protocol
2009-012449-48,NA,US NCT number,results
2009-012449-48,NA,ISRCTN number,results
2011-004267-71,NA,US NCT number,protocol
2011-004267-71,NA,other,protocol
2011-004267-71,NA,US NCT number,results
2011-004267-71,NA,ISRCTN number,results
2006-000720-13,NCT01279577,US NCT number,protocol
2006-000720-13,NA,other,protocol
2006-000720-13,NCT01279577,US NCT number,results
2006-000720-13,NA,ISRCTN number,results
2010-020793-42,NA,US NCT number,protocol
2010-020793-42,NA,other,protocol
2010-020793-42,NCT01326650,US NCT number,results
2010-020793-42,NA,ISRCTN number,results
2008-008239-27,NA,US NCT number,protocol
2008-008239-27,NA,other,protocol
2008-008239-27,NA,US NCT number,results
2008-008239-27,NA,ISRCTN number,results
2011-003648-31,NA,US NCT number,protocol
2011-003648-31,NA,other,protocol
2011-003648-31,NA,US NCT number,results
2011-003648-31,NA,ISRCTN number,results
2012-001989-15,NA,US NCT number,protocol
2012-001989-15,NA,other,protocol
2012-001989-15,NA,US NCT number,results
2012-001989-15,NA,ISRCTN number,results
2011-005807-33,NA,US NCT number,protocol
2011-005807-33,NA,other,protocol
2011-005807-33,NCT01914159,US NCT number,results
2011-005807-33,NA,ISRCTN number,results
2008-000245-55,NA,US NCT number,protocol
2008-000245-55,NA,other,protocol
2008-000245-55,NA,US NCT number,results
2008-000245-55,NA,ISRCTN number,results
2012-004079-38,NA,US NCT number,protocol
2012-004079-38,NA,other,protocol
2012-004079-38,NA,US NCT number,results
2012-004079-38,NA,ISRCTN number,results
2009-013648-35,NCT01196195,US NCT number,protocol
2009-013648-35,NA,other,protocol
2009-013648-35,NA,US NCT number,results
2009-013648-35,NA,ISRCTN number,results
2010-022570-13,NA,US NCT number,protocol
2010-022570-13,NA,other,protocol
2010-022570-13,NA,US NCT number,results
2010-022570-13,NA,ISRCTN number,results
2010-021333-31,NA,US NCT number,protocol
2010-021333-31,NA,other,protocol
2010-021333-31,NA,US NCT number,results
2010-021333-31,NA,ISRCTN number,results
2010-021275-92,NA,US NCT number,protocol
2010-021275-92,NA,other,protocol
2010-021275-92,NA,US NCT number,results
2010-021275-92,NA,ISRCTN number,results
2008-002632-15,NA,US NCT number,protocol
2008-002632-15,NA,other,protocol
2008-002632-15,NA,US NCT number,results
2008-002632-15,NA,ISRCTN number,results
2010-021719-18,NA,US NCT number,protocol
2010-021719-18,NA,other,protocol
2010-021719-18,NA,US NCT number,results
2010-021719-18,NA,ISRCTN number,results
2014-002265-30,NA,US NCT number,protocol
2014-002265-30,NA,other,protocol
2014-002265-30,NA,US NCT number,results
2014-002265-30,NA,ISRCTN number,results
2010-022058-18,NA,US NCT number,protocol
2010-022058-18,NA,other,protocol
2010-022058-18,NCT01283776,US NCT number,results
2010-022058-18,NA,ISRCTN number,results
2008-003392-40,NA,US NCT number,protocol
2008-003392-40,NA,other,protocol
2008-003392-40,NA,US NCT number,results
2008-003392-40,NA,ISRCTN number,results
2005-003324-19,NA,US NCT number,protocol
2005-003324-19,NA,other,protocol
2005-003324-19,NA,US NCT number,results
2005-003324-19,NA,ISRCTN number,results
2004-002761-21,NA,US NCT number,protocol
2004-002761-21,NA,other,protocol
2004-002761-21,NA,US NCT number,results
2004-002761-21,NA,ISRCTN number,results
2006-001367-36,NA,US NCT number,protocol
2006-001367-36,NA,other,protocol
2006-001367-36,NA,US NCT number,results
2006-001367-36,NA,ISRCTN number,results
2006-006478-79,NA,US NCT number,protocol
2006-006478-79,NA,other,protocol
2006-006478-79,NA,US NCT number,results
2006-006478-79,NA,ISRCTN number,results
2006-001936-30,NA,US NCT number,protocol
2006-001936-30,NA,other,protocol
2006-001936-30,NA,US NCT number,results
2006-001936-30,NA,ISRCTN number,results
2006-005249-13,NA,US NCT number,protocol
2006-005249-13,NA,other,protocol
2006-005249-13,NA,US NCT number,results
2006-005249-13,NA,ISRCTN number,results
2015-002752-27,NA,US NCT number,protocol
2015-002752-27,NA,other,protocol
2015-002752-27,NA,US NCT number,results
2015-002752-27,NA,ISRCTN number,results
2008-002673-13,NA,US NCT number,protocol
2008-002673-13,NA,other,protocol
2008-002673-13,NCT01309178,US NCT number,results
2008-002673-13,NA,ISRCTN number,results
2005-005638-10,NA,US NCT number,protocol
2005-005638-10,NA,other,protocol
2005-005638-10,NA,US NCT number,results
2005-005638-10,NA,ISRCTN number,results
2007-006914-41,NA,US NCT number,protocol
2007-006914-41,NA,other,protocol
2007-006914-41,NA,US NCT number,results
2007-006914-41,NA,ISRCTN number,results
2009-016043-19,NA,US NCT number,protocol
2009-016043-19,NA,other,protocol
2009-016043-19,NA,US NCT number,results
2009-016043-19,NA,ISRCTN number,results
2010-023645-29,NA,US NCT number,protocol
2010-023645-29,NA,other,protocol
2010-023645-29,NA,US NCT number,results
2010-023645-29,NA,ISRCTN number,results
2011-002785-20,NA,US NCT number,protocol
2011-002785-20,NA,other,protocol
2011-002785-20,NA,US NCT number,results
2011-002785-20,NA,ISRCTN number,results
2007-000902-55,NA,US NCT number,protocol
2007-000902-55,NA,other,protocol
2007-000902-55,NA,US NCT number,results
2007-000902-55,NA,ISRCTN number,results
2010-022660-12,NA,US NCT number,protocol
